C:\Users\sigma\Desktop\new_data\data\IMG\center_2020_02_06_19_49_51_589.jpg,C:\Users\sigma\Desktop\new_data\data\IMG\left_2020_02_06_19_49_51_589.jpg,C:\Users\sigma\Desktop\new_data\data\IMG\right_2020_02_06_19_49_51_589.jpg,0,0,0,1.933574E-05
C:\Users\sigma\Desktop\new_data\data\IMG\center_2020_02_06_19_49_51_656.jpg,C:\Users\sigma\Desktop\new_data\data\IMG\left_2020_02_06_19_49_51_656.jpg,C:\Users\sigma\Desktop\new_data\data\IMG\right_2020_02_06_19_49_51_656.jpg,0,0,0,4.589882E-06
C:\Users\sigma\Desktop\new_data\data\IMG\center_2020_02_06_19_49_51_727.jpg,C:\Users\sigma\Desktop\new_data\data\IMG\left_2020_02_06_19_49_51_727.jpg,C:\Users\sigma\Desktop\new_data\data\IMG\right_2020_02_06_19_49_51_727.jpg,0,0,0,1.271098E-05
C:\Users\sigma\Desktop\new_data\data\IMG\center_2020_02_06_19_49_51_796.jpg,C:\Users\sigma\Desktop\new_data\data\IMG\left_2020_02_06_19_49_51_796.jpg,C:\Users\sigma\Desktop\new_data\data\IMG\right_2020_02_06_19_49_51_796.jpg,0,0,0,4.380336E-06
C:\Users\sigma\Desktop\new_data\data\IMG\center_2020_02_06_19_49_51_867.jpg,C:\Users\sigma\Desktop\new_data\data\IMG\left_2020_02_06_19_49_51_867.jpg,C:\Users\sigma\Desktop\new_data\data\IMG\right_2020_02_06_19_49_51_867.jpg,0,0,0,1.583014E-05
C:\Users\sigma\Desktop\new_data\data\IMG\center_2020_02_06_19_49_51_937.jpg,C:\Users\sigma\Desktop\new_data\data\IMG\left_2020_02_06_19_49_51_937.jpg,C:\Users\sigma\Desktop\new_data\data\IMG\right_2020_02_06_19_49_51_937.jpg,0,0,0,1.137988E-05
C:\Users\sigma\Desktop\new_data\data\IMG\center_2020_02_06_19_49_52_011.jpg,C:\Users\sigma\Desktop\new_data\data\IMG\left_2020_02_06_19_49_52_011.jpg,C:\Users\sigma\Desktop\new_data\data\IMG\right_2020_02_06_19_49_52_011.jpg,0,0,0,2.948358E-06
C:\Users\sigma\Desktop\new_data\data\IMG\center_2020_02_06_19_49_52_082.jpg,C:\Users\sigma\Desktop\new_data\data\IMG\left_2020_02_06_19_49_52_082.jpg,C:\Users\sigma\Desktop\new_data\data\IMG\right_2020_02_06_19_49_52_082.jpg,0,0,0,1.487777E-05
C:\Users\sigma\Desktop\new_data\data\IMG\center_2020_02_06_19_49_52_152.jpg,C:\Users\sigma\Desktop\new_data\data\IMG\left_2020_02_06_19_49_52_152.jpg,C:\Users\sigma\Desktop\new_data\data\IMG\right_2020_02_06_19_49_52_152.jpg,0,0,0,9.920389E-06
C:\Users\sigma\Desktop\new_data\data\IMG\center_2020_02_06_19_49_52_222.jpg,C:\Users\sigma\Desktop\new_data\data\IMG\left_2020_02_06_19_49_52_222.jpg,C:\Users\sigma\Desktop\new_data\data\IMG\right_2020_02_06_19_49_52_222.jpg,0,0,0,4.828599E-06
C:\Users\sigma\Desktop\new_data\data\IMG\center_2020_02_06_19_49_52_290.jpg,C:\Users\sigma\Desktop\new_data\data\IMG\left_2020_02_06_19_49_52_290.jpg,C:\Users\sigma\Desktop\new_data\data\IMG\right_2020_02_06_19_49_52_290.jpg,0,0,0,1.539943E-05
C:\Users\sigma\Desktop\new_data\data\IMG\center_2020_02_06_19_49_52_360.jpg,C:\Users\sigma\Desktop\new_data\data\IMG\left_2020_02_06_19_49_52_360.jpg,C:\Users\sigma\Desktop\new_data\data\IMG\right_2020_02_06_19_49_52_360.jpg,0,0.1538787,0,0.05055749
C:\Users\sigma\Desktop\new_data\data\IMG\center_2020_02_06_19_49_52_427.jpg,C:\Users\sigma\Desktop\new_data\data\IMG\left_2020_02_06_19_49_52_427.jpg,C:\Users\sigma\Desktop\new_data\data\IMG\right_2020_02_06_19_49_52_427.jpg,0,0.3350109,0,0.2695622
C:\Users\sigma\Desktop\new_data\data\IMG\center_2020_02_06_19_49_52_494.jpg,C:\Users\sigma\Desktop\new_data\data\IMG\left_2020_02_06_19_49_52_494.jpg,C:\Users\sigma\Desktop\new_data\data\IMG\right_2020_02_06_19_49_52_494.jpg,0,0.5190288,0,0.5464523
C:\Users\sigma\Desktop\new_data\data\IMG\center_2020_02_06_19_49_52_561.jpg,C:\Users\sigma\Desktop\new_data\data\IMG\left_2020_02_06_19_49_52_561.jpg,C:\Users\sigma\Desktop\new_data\data\IMG\right_2020_02_06_19_49_52_561.jpg,-0.2,0.7573815,0,1.201041
C:\Users\sigma\Desktop\new_data\data\IMG\center_2020_02_06_19_49_52_633.jpg,C:\Users\sigma\Desktop\new_data\data\IMG\left_2020_02_06_19_49_52_633.jpg,C:\Users\sigma\Desktop\new_data\data\IMG\right_2020_02_06_19_49_52_633.jpg,-0.35,0.9348173,0,1.794812
C:\Users\sigma\Desktop\new_data\data\IMG\center_2020_02_06_19_49_52_703.jpg,C:\Users\sigma\Desktop\new_data\data\IMG\left_2020_02_06_19_49_52_703.jpg,C:\Users\sigma\Desktop\new_data\data\IMG\right_2020_02_06_19_49_52_703.jpg,-0.5500001,1,0,2.70802
C:\Users\sigma\Desktop\new_data\data\IMG\center_2020_02_06_19_49_52_773.jpg,C:\Users\sigma\Desktop\new_data\data\IMG\left_2020_02_06_19_49_52_773.jpg,C:\Users\sigma\Desktop\new_data\data\IMG\right_2020_02_06_19_49_52_773.jpg,-0.7,1,0,3.385411
C:\Users\sigma\Desktop\new_data\data\IMG\center_2020_02_06_19_49_52_843.jpg,C:\Users\sigma\Desktop\new_data\data\IMG\left_2020_02_06_19_49_52_843.jpg,C:\Users\sigma\Desktop\new_data\data\IMG\right_2020_02_06_19_49_52_843.jpg,0,1,0,4.250026
C:\Users\sigma\Desktop\new_data\data\IMG\center_2020_02_06_19_49_52_912.jpg,C:\Users\sigma\Desktop\new_data\data\IMG\left_2020_02_06_19_49_52_912.jpg,C:\Users\sigma\Desktop\new_data\data\IMG\right_2020_02_06_19_49_52_912.jpg,0,1,0,4.920456
C:\Users\sigma\Desktop\new_data\data\IMG\center_2020_02_06_19_49_52_982.jpg,C:\Users\sigma\Desktop\new_data\data\IMG\left_2020_02_06_19_49_52_982.jpg,C:\Users\sigma\Desktop\new_data\data\IMG\right_2020_02_06_19_49_52_982.jpg,0,1,0,5.845567
C:\Users\sigma\Desktop\new_data\data\IMG\center_2020_02_06_19_49_53_051.jpg,C:\Users\sigma\Desktop\new_data\data\IMG\left_2020_02_06_19_49_53_051.jpg,C:\Users\sigma\Desktop\new_data\data\IMG\right_2020_02_06_19_49_53_051.jpg,0,1,0,6.535593
C:\Users\sigma\Desktop\new_data\data\IMG\center_2020_02_06_19_49_53_121.jpg,C:\Users\sigma\Desktop\new_data\data\IMG\left_2020_02_06_19_49_53_121.jpg,C:\Users\sigma\Desktop\new_data\data\IMG\right_2020_02_06_19_49_53_121.jpg,-0.2,1,0,7.440843
C:\Users\sigma\Desktop\new_data\data\IMG\center_2020_02_06_19_49_53_192.jpg,C:\Users\sigma\Desktop\new_data\data\IMG\left_2020_02_06_19_49_53_192.jpg,C:\Users\sigma\Desktop\new_data\data\IMG\right_2020_02_06_19_49_53_192.jpg,-0.35,1,0,8.100575
C:\Users\sigma\Desktop\new_data\data\IMG\center_2020_02_06_19_49_53_261.jpg,C:\Users\sigma\Desktop\new_data\data\IMG\left_2020_02_06_19_49_53_261.jpg,C:\Users\sigma\Desktop\new_data\data\IMG\right_2020_02_06_19_49_53_261.jpg,-0.5500001,1,0,8.952106
